,SCHOOL_YEAR,FIPST,STATENAME,ST,SCH_NAME,LEA_NAME,STATE_AGENCY_NO,UNION,ST_LEAID,LEAID,ST_SCHID,NCESSCH,SCHID,MSTREET1,MSTREET2,MSTREET3,MCITY,MSTATE,MZIP,MZIP4,LSTREET1,LSTREET2,LSTREET3,LCITY,LSTATE,LZIP,LZIP4,PHONE,WEBSITE,SY_STATUS,SY_STATUS_TEXT,UPDATED_STATUS,UPDATED_STATUS_TEXT,EFFECTIVE_DATE,SCH_TYPE,SCH_TYPE_TEXT,RECON_STATUS,OUT_OF_STATE_FLAG,CHARTER_TEXT,CHARTAUTH1,CHARTAUTHN1,CHARTAUTH2,CHARTAUTHN2,NOGRADES,G_PK_OFFERED,G_KG_OFFERED,G_1_OFFERED,G_2_OFFERED,G_3_OFFERED,G_4_OFFERED,G_5_OFFERED,G_6_OFFERED,G_7_OFFERED,G_8_OFFERED,G_9_OFFERED,G_10_OFFERED,G_11_OFFERED,G_12_OFFERED,G_13_OFFERED,G_UG_OFFERED,G_AE_OFFERED,GSLO,GSHI,LEVEL,IGOFFERED,address,block,city,coordinates,county_fips,geocoded_address,id,is_exact,is_match,latitude,longitude,returned_address,side,state,state_fips,tiger_line,tract,zipcode
113,2017-2018,42,PENNSYLVANIA,PA,Central El Sch,Allentown City SD,1,,PA-121390302,4202280,PA-121390302-2790,420228002790,4202790,829 W Turner St,,,Allentown,PA,18102,4066.0,829 W Turner St,,,Allentown,PA,18102,4066.0,(484)765-4801,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported,829 W Turner St,1016,Allentown,"-75.47588,40.60426",077,"829 W Turner St, Allentown, PA, 18102",113,Non_Exact,Match,40.60426,-75.47588,"829 W TURNER ST, ALLENTOWN, PA, 18102",R,PA,42,80768723,001800,18102
114,2017-2018,42,PENNSYLVANIA,PA,Sheridan El Sch,Allentown City SD,1,,PA-121390302,4202280,PA-121390302-6448,420228006448,4206448,521 N 2nd St,,,Allentown,PA,18102,2597.0,521 N 2nd St,,,Allentown,PA,18102,2597.0,(484)765-4881,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,01,05,Elementary,As reported,521 N 2nd St,2033,Allentown,"-75.463425,40.613087",077,"521 N 2nd St, Allentown, PA, 18102",114,Non_Exact,Match,40.613087,-75.463425,"521 N 2ND ST, ALLENTOWN, PA, 18102",R,PA,42,80807676,000400,18102
115,2017-2018,42,PENNSYLVANIA,PA,Cleveland El Sch,Allentown City SD,1,,PA-121390302,4202280,PA-121390302-7102,420228007117,4207117,424 N 9th St,,,Allentown,PA,18102,5501.0,424 N 9th St,,,Allentown,PA,18102,5501.0,(484)765-4821,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,01,05,Elementary,As reported,424 N 9th St,,Allentown,,,"424 N 9th St, Allentown, PA, 18102",115,,No_Match,,,,,PA,,,,18102
116,2017-2018,42,PENNSYLVANIA,PA,Luis A. Ramos El Sch,Allentown City SD,1,,PA-121390302,4202280,PA-121390302-8140,420228007364,4207364,1430 West Allen St,,,Allentown,PA,18102,,1430 West Allen St,,,Allentown,PA,18102,,(484)765-4841,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported,1430 West Allen St,2032,Allentown,"-75.49056,40.606396",077,"1430 West Allen St, Allentown, PA, 18102",116,Exact,Match,40.606396,-75.49056,"1430 W ALLEN ST, ALLENTOWN, PA, 18102",L,PA,42,80767486,001900,18102
117,2017-2018,42,PENNSYLVANIA,PA,Jackson Early Childhood Center,Allentown City SD,1,,PA-121390302,4202280,PA-121390302-8413,420228007624,4207624,517 N 15th St,,,Allentown,PA,18102,,517 N 15th St,,,Allentown,PA,18102,,(424)765-4701,,3,New,3,New,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,KG,KG,Elementary,As reported,517 N 15th St,,Allentown,,,"517 N 15th St, Allentown, PA, 18102",117,,Tie,,,,,PA,,,,18102
118,2017-2018,42,PENNSYLVANIA,PA,Allegheny-Clarion Valley Elem,Allegheny-Clarion Valley SD,1,,PA-106160303,4202310,PA-106160303-7467,420231000208,4200208,PO Box 347,,,Foxburg,PA,16036,347.0,776 Route 58,,,Foxburg,PA,16036,,(724)659-3555,http://WWW.ACVSD.ORG,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,KG,06,Elementary,As reported,776 Route 58,1133,Foxburg,"-79.6783,41.14672",031,"776 Route 58, Foxburg, PA, 16036",118,Exact,Match,41.14672,-79.6783,"776 RTE 58, FOXBURG, PA, 16036",R,PA,42,66218327,160500,16036
119,2017-2018,42,PENNSYLVANIA,PA,Baker El Sch,Altoona Area SD,1,,PA-108070502,4202340,PA-108070502-0891,420234000891,4200891,108 W Ward Ave,,,Altoona,PA,16602,3145.0,108 W Ward Ave,,,Altoona,PA,16602,3145.0,(814)946-8388,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,KG,06,Elementary,As reported,108 W Ward Ave,1027,Altoona,"-78.408104,40.48557",013,"108 W Ward Ave, Altoona, PA, 16602",119,Exact,Match,40.48557,-78.408104,"108 WARD AVE, ALTOONA, PA, 16602",R,PA,42,49712444,101200,16602
120,2017-2018,42,PENNSYLVANIA,PA,Juniata El Sch,Altoona Area SD,1,,PA-108070502,4202340,PA-108070502-0895,420234000895,4200895,418 N 8th Ave Juniata,,,Altoona,PA,16601,5718.0,418 N 8th Ave Juniata,,,Altoona,PA,16601,5718.0,(814)946-8394,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,KG,06,Elementary,As reported,418 N 8th Ave Juniata,3029,Altoona,"-78.3874,40.537453",013,"418 N 8th Ave Juniata, Altoona, PA, 16601",120,Non_Exact,Match,40.537453,-78.3874,"418 N 8TH AVE, ALTOONA, PA, 16601",R,PA,42,49713040,100900,16601
121,2017-2018,42,PENNSYLVANIA,PA,Pleasant Valley El Sch,Altoona Area SD,1,,PA-108070502,4202340,PA-108070502-0902,420234000902,4200902,310 Cayuga Avenue,,,Altoona,PA,16602,4500.0,310 Cayuga Avenue,,,Altoona,PA,16602,4500.0,(814)946-8397,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,KG,06,Elementary,As reported,310 Cayuga Avenue,,Altoona,,,"310 Cayuga Avenue, Altoona, PA, 16602",121,,No_Match,,,,,PA,,,,16602
122,2017-2018,42,PENNSYLVANIA,PA,Irving El Sch,Altoona Area SD,1,,PA-108070502,4202340,PA-108070502-0908,420234000908,4200908,110 Cherry Ave,,,Altoona,PA,16601,4555.0,110 Cherry Ave,,,Altoona,PA,16601,4555.0,(814)946-8392,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,KG,06,Elementary,As reported,110 Cherry Ave,3003,Altoona,"-78.39647,40.527493",013,"110 Cherry Ave, Altoona, PA, 16601",122,Exact,Match,40.527493,-78.39647,"110 CHERRY AVE, ALTOONA, PA, 16601",R,PA,42,49710505,100700,16601
123,2017-2018,42,PENNSYLVANIA,PA,Juniata Gap El Sch,Altoona Area SD,1,,PA-108070502,4202340,PA-108070502-0930,420234000930,4200930,3365 Juniata Gap Road,,,Altoona,PA,16601,9804.0,3365 Juniata Gap Road,,,Altoona,PA,16601,9804.0,(814)946-8401,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,KG,06,Elementary,As reported,3365 Juniata Gap Road,,Altoona,,,"3365 Juniata Gap Road, Altoona, PA, 16601",123,,No_Match,,,,,PA,,,,16601
124,2017-2018,42,PENNSYLVANIA,PA,Logan El Sch,Altoona Area SD,1,,PA-108070502,4202340,PA-108070502-0933,420234000933,4200933,301 Sycamore Street Greenwood,,,Altoona,PA,16602,,301 Sycamore Street Greenwood,,,Altoona,PA,16602,,(814)946-8370,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,KG,06,Elementary,As reported,301 Sycamore Street Greenwood,1030,Altoona,"-78.3705,40.53097",013,"301 Sycamore Street Greenwood, Altoona, PA, 16602",124,Exact,Match,40.53097,-78.3705,"301 SYCAMORE ST, ALTOONA, PA, 16602",R,PA,42,49713338,010700,16602
125,2017-2018,42,PENNSYLVANIA,PA,Mowrie A Ebner El Sch,Altoona Area SD,1,,PA-108070502,4202340,PA-108070502-7199,420234007254,4207254,308 Hillside Avenue,,,Altoona,PA,16601,9602.0,308 Hillside Avenue,,,Altoona,PA,16601,9602.0,(814)946-8400,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,KG,06,Elementary,As reported,308 Hillside Avenue,3055,Altoona,"-78.43784,40.48191",013,"308 Hillside Avenue, Altoona, PA, 16601",125,Exact,Match,40.48191,-78.43784,"308 HILLSIDE AVE, ALTOONA, PA, 16601",R,PA,42,635880151,010500,16601
126,2017-2018,42,PENNSYLVANIA,PA,Penn-Lincoln El Sch,Altoona Area SD,1,,PA-108070502,4202340,PA-108070502-8280,420234007486,4207486,411 12th St,,,Altoona,PA,16602,3624.0,411 12th St,,,Altoona,PA,16602,3624.0,(814)946-8396,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,KG,06,Elementary,As reported,411 12th St,2001,Altoona,"-78.3944,40.511677",013,"411 12th St, Altoona, PA, 16602",126,Exact,Match,40.511677,-78.3944,"411 12TH ST, ALTOONA, PA, 16602",L,PA,42,49711434,101600,16602
127,2017-2018,42,PENNSYLVANIA,PA,Lower Gwynedd El Sch,Wissahickon SD,1,,PA-123469303,4202400,PA-123469303-7491,420240000304,4200304,571 Houston Rd,,,Ambler,PA,19002,3553.0,571 Houston Rd,,,Ambler,PA,19002,3553.0,(215)619-8100,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported,571 Houston Rd,1007,Ambler,"-75.22776,40.169746",091,"571 Houston Rd, Ambler, PA, 19002",127,Exact,Match,40.169746,-75.22776,"571 HOUSTON RD, AMBLER, PA, 19002",L,PA,42,605619255,201204,19002
128,2017-2018,42,PENNSYLVANIA,PA,Stony Creek El Sch,Wissahickon SD,1,,PA-123469303,4202400,PA-123469303-3414,420240003414,4203414,1721 Yost Rd,,,Blue Bell,PA,19422,3637.0,1721 Yost Rd,,,Blue Bell,PA,19422,3637.0,(215)619-8108,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported,1721 Yost Rd,2003,Blue Bell,"-75.3106,40.16333",091,"1721 Yost Rd, Blue Bell, PA, 19422",128,Exact,Match,40.16333,-75.3106,"1721 YOST RD, BLUE BELL, PA, 19422",R,PA,42,605652184,203203,19422
129,2017-2018,42,PENNSYLVANIA,PA,Blue Bell El Sch,Wissahickon SD,1,,PA-123469303,4202400,PA-123469303-6470,420240006470,4206470,801 Symphony Ln,,,Blue Bell,PA,19422,1730.0,801 Symphony Ln,,,Blue Bell,PA,19422,1730.0,(215)619-8102,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported,801 Symphony Ln,1022,Blue Bell,"-75.27056,40.156548",091,"801 Symphony Ln, Blue Bell, PA, 19422",129,Exact,Match,40.156548,-75.27056,"801 SYMPHONY LN, BLUE BELL, PA, 19422",L,PA,42,135113427,203207,19422
130,2017-2018,42,PENNSYLVANIA,PA,Shady Grove El Sch,Wissahickon SD,1,,PA-123469303,4202400,PA-123469303-6835,420240006835,4206835,351 W Skippack Pike,,,Ambler,PA,19002,5168.0,351 W Skippack Pike,,,Ambler,PA,19002,5168.0,(215)619-8106,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported,351 W Skippack Pike,3009,Ambler,"-75.25367,40.144737",091,"351 W Skippack Pike, Ambler, PA, 19002",130,Exact,Match,40.144737,-75.25367,"351 SKIPPACK PIKE, AMBLER, PA, 19002",R,PA,42,135077128,203205,19002
131,2017-2018,42,PENNSYLVANIA,PA,Economy El Sch,Ambridge Area SD,1,,PA-127040703,4202440,PA-127040703-0629,420244000629,4200629,1000 First Street,,,Freedom,PA,15042,,1000 First Street,,,Freedom,PA,15042,,(724)266-2833,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,PK,06,Elementary,As reported,1000 First Street,,Freedom,,,"1000 First Street, Freedom, PA, 15042",131,,No_Match,,,,,PA,,,,15042
132,2017-2018,42,PENNSYLVANIA,PA,State Street El Sch,Ambridge Area SD,1,,PA-127040703,4202440,PA-127040703-0632,420244000632,4200632,600 Harmony Road,,,Baden,PA,15005,,600 Harmony Road,,,Baden,PA,15005,,(724)266-2833,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,KG,06,Elementary,As reported,600 Harmony Road,4000,Baden,"-80.22417,40.631134",007,"600 Harmony Road, Baden, PA, 15005",132,Exact,Match,40.631134,-80.22417,"600 HARMONY RD, BADEN, PA, 15005",R,PA,42,639077964,603700,15005
133,2017-2018,42,PENNSYLVANIA,PA,Highland El Sch,Ambridge Area SD,1,,PA-127040703,4202440,PA-127040703-0661,420244000800,4200800,1101 Highland Avenue,,,Ambridge,PA,15003,1529.0,1101 Highland Avenue,,,Ambridge,PA,15003,1529.0,(724)266-2833,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,PK,06,Elementary,As reported,1101 Highland Avenue,2017,Ambridge,"-80.21479,40.594296",007,"1101 Highland Avenue, Ambridge, PA, 15003",133,Exact,Match,40.594296,-80.21479,"1101 HIGHLAND AVE, AMBRIDGE, PA, 15003",L,PA,42,52569346,603900,15003
134,2017-2018,42,PENNSYLVANIA,PA,Mt Penn Primary Ctr,Antietam SD,1,,PA-114060503,4202480,PA-114060503-7838,420248000863,4200863,201 North 25th Street,,,Reading,PA,19606,,201 North 25th Street,,,Reading,PA,19606,,(610)370-2898,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,KG,01,Elementary,As reported,201 North 25th Street,,Reading,,,"201 North 25th Street, Reading, PA, 19606",134,,No_Match,,,,,PA,,,,19606
135,2017-2018,42,PENNSYLVANIA,PA,Mt Penn El Sch,Antietam SD,1,,PA-114060503,4202480,PA-114060503-5205,420248005205,4205205,2310 Cumberland Ave,,,Mount Penn,PA,19606,2018.0,2310 Cumberland Ave,,,Mount Penn,PA,19606,2018.0,(610)779-3547,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,02,06,Elementary,As reported,2310 Cumberland Ave,3036,Mount Penn,"-75.89124,40.329407",011,"2310 Cumberland Ave, Mount Penn, PA, 19606",135,Exact,Match,40.329407,-75.89124,"2310 CUMBERLAND AVE, MOUNT PENN, PA, 19606",R,PA,42,80427341,012200,19606
136,2017-2018,42,PENNSYLVANIA,PA,Cleona El Sch,Annville-Cleona SD,1,,PA-113380303,4202490,PA-113380303-2723,420249002723,4202723,50 E Walnut St,,,Cleona,PA,17042,3276.0,50 E Walnut St,,,Cleona,PA,17042,3276.0,(717)867-7640,http://www.acschools.org,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,KG,02,Elementary,As reported,50 E Walnut St,1050,Cleona,"-76.474144,40.335457",075,"50 E Walnut St, Cleona, PA, 17042",136,Non_Exact,Match,40.335457,-76.474144,"50 WALNUT ST E, CLEONA, PA, 17042",R,PA,42,80673989,002600,17042
137,2017-2018,42,PENNSYLVANIA,PA,Annville El Sch,Annville-Cleona SD,1,,PA-113380303,4202490,PA-113380303-2724,420249002724,4202724,205 S White Oak St,,,Annville,PA,17003,1899.0,205 S White Oak St,,,Annville,PA,17003,1899.0,(717)867-7620,http://www.acschools.org,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,03,06,Elementary,As reported,205 S White Oak St,1082,Annville,"-76.51428,40.327316",075,"205 S White Oak St, Annville, PA, 17003",137,Exact,Match,40.327316,-76.51428,"205 S WHITE OAK ST, ANNVILLE, PA, 17003",L,PA,42,80672262,002500,17003
138,2017-2018,42,PENNSYLVANIA,PA,Apollo-Ridge Elem Sch,Apollo-Ridge SD,1,,PA-128030603,4202550,PA-128030603-7787,420255000779,4200779,1831 State Route 56,,,Spring Church,PA,15686,,1831 State Route 56,,,Spring Church,PA,15686,,(724)478-6000,http://www.apolloridge.com,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported,1831 State Route 56,,Spring Church,,,"1831 State Route 56, Spring Church, PA, 15686",138,,No_Match,,,,,PA,,,,15686
139,2017-2018,42,PENNSYLVANIA,PA,Dayton El Sch,Armstrong SD,1,,PA-128030852,4202590,PA-128030852-0569,420259000569,4200569,175 E. Grant Avenue,,,Dayton,PA,16222,148.0,175 E. Grant Avenue,,,Dayton,PA,16222,148.0,(814)257-8816,http://des.asd.k12.pa.us,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,KG,06,Elementary,As reported,175 E. Grant Avenue,1059,Dayton,"-79.24129,40.882366",005,"175 E. Grant Avenue, Dayton, PA, 16222",139,Non_Exact,Match,40.882366,-79.24129,"175 W GRANT AVE, DAYTON, PA, 16222",R,PA,42,52462136,950100,16222
140,2017-2018,42,PENNSYLVANIA,PA,West Hills Primary Sch,Armstrong SD,1,,PA-128030852,4202590,PA-128030852-7895,420259000945,4200945,181 Heritage Park Drive,,,Kittanning,PA,16201,1907.0,181 Heritage Park Drive,,,Kittanning,PA,16201,1907.0,(724)548-7651,http://wps.asd.k12.pa.us,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,KG,03,Elementary,As reported,181 Heritage Park Drive,2016,Kittanning,"-79.56094,40.830704",005,"181 Heritage Park Drive, Kittanning, PA, 16201",140,Exact,Match,40.830704,-79.56094,"181 HERITAGE PARK DR, KITTANNING, PA, 16201",L,PA,42,608073055,950500,16201
141,2017-2018,42,PENNSYLVANIA,PA,West Hills Intermediate Sch,Armstrong SD,1,,PA-128030852,4202590,PA-128030852-7896,420259000959,4200959,175 Heritage Park Drive,,,Kittanning,PA,16201,1907.0,175 Heritage Park Drive,,,Kittanning,PA,16201,1907.0,(724)543-1121,http://wis.asd.k12.pa.us,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,04,06,Elementary,As reported,175 Heritage Park Drive,2016,Kittanning,"-79.560936,40.83071",005,"175 Heritage Park Drive, Kittanning, PA, 16201",141,Exact,Match,40.83071,-79.560936,"175 HERITAGE PARK DR, KITTANNING, PA, 16201",L,PA,42,608073055,950500,16201
142,2017-2018,42,PENNSYLVANIA,PA,Lenape El Sch,Armstrong SD,1,,PA-128030852,4202590,PA-128030852-5002,420259005002,4205002,2300 Center Ave,,,Ford City,PA,16226,1605.0,2300 Center Ave,,,Ford City,PA,16226,1605.0,(724)763-5299,http://les.asd.k12.pa.us,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,KG,06,Elementary,As reported,2300 Center Ave,,Ford City,,,"2300 Center Ave, Ford City, PA, 16226",142,,No_Match,,,,,PA,,,,16226
143,2017-2018,42,PENNSYLVANIA,PA,Elderton El Sch,Armstrong SD,1,,PA-128030852,4202590,PA-128030852-6574,420259006574,4206574,239 S. Lytle Street,,,Elderton,PA,15736,128.0,239 S. Lytle Street,,,Elderton,PA,15736,128.0,(724)354-2131,http://ees.asd.k12.pa.us,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,KG,06,Elementary,As reported,239 S. Lytle Street,,Elderton,,,"239 S. Lytle Street, Elderton, PA, 15736",143,,No_Match,,,,,PA,,,,15736
144,2017-2018,42,PENNSYLVANIA,PA,Shannock Valley El Sch,Armstrong SD,1,,PA-128030852,4202590,PA-128030852-6577,420259006577,4206577,210 Cowanshannock Avenue,,,Rural Valley,PA,16249,,210 Cowanshannock Avenue,,,Rural Valley,PA,16249,,(724)783-6991,http://svs.asd.k12.pa.us,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,KG,06,Elementary,As reported,210 Cowanshannock Avenue,,Rural Valley,,,"210 Cowanshannock Avenue, Rural Valley, PA, 16249",144,,No_Match,,,,,PA,,,,16249
145,2017-2018,42,PENNSYLVANIA,PA,Audrielle Lynch-Ellen Bustin El Sch,Athens Area SD,1,,PA-117080503,4202670,PA-117080503-4918,420267000626,4200626,253 Pennsylvania Avenue,,,Athens,PA,18810,,253 Pennsylvania Avenue,,,Athens,PA,18810,,(570)888-7766,http://www.athensad.k12.pa.us/,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported,253 Pennsylvania Avenue,2011,Athens,"-76.52512,41.964184",015,"253 Pennsylvania Avenue, Athens, PA, 18810",145,Exact,Match,41.964184,-76.52512,"253 PENNSYLVANIA AVE, ATHENS, PA, 18810",L,PA,42,176981674,950400,18810
146,2017-2018,42,PENNSYLVANIA,PA,SRU El Sch,Athens Area SD,1,,PA-117080503,4202670,PA-117080503-8219,420267007453,4207453,PO Box 38,,,East Smithfield,PA,18817,,1 Church Street,,,East Smithfield,PA,18817,,(570)596-3171,http://www.athensasd.k12.pa.us/,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported,1 Church Street,1010,East Smithfield,"-79.81132,39.802185",051,"1 Church Street, East Smithfield, PA, 18817",146,Non_Exact,Match,39.802185,-79.81132,"1 CHURCH ST, SMITHFIELD, PA, 15478",L,PA,42,636344543,263200,18817
147,2017-2018,42,PENNSYLVANIA,PA,Austin Area El Sch,Austin Area SD,1,,PA-109530304,4202700,PA-109530304-6221,420270006221,4206221,138 Costello Avenue,,,Austin,PA,16720,9601.0,138 Costello Avenue,,,Austin,PA,16720,9601.0,(814)647-8603,http://www.austinsd.net,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,PK,06,Elementary,As reported,138 Costello Avenue,2056,Austin,"-78.088524,41.626205",105,"138 Costello Avenue, Austin, PA, 16720",147,Non_Exact,Match,41.626205,-78.088524,"138 COSTELLO RD, AUSTIN, PA, 16720",L,PA,42,613253755,950400,16720
148,2017-2018,42,PENNSYLVANIA,PA,Avella El Center,Avella Area SD,1,,PA-101630504,4202760,PA-101630504-7098,420276007118,4207118,1000 Avella Rd,,,Avella,PA,15312,2109.0,1000 Avella Rd,,,Avella,PA,15312,2109.0,(724)356-2294,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,KG,06,Elementary,As reported,1000 Avella Rd,2090,Avella,"-80.41861,40.272655",125,"1000 Avella Rd, Avella, PA, 15312",148,Exact,Match,40.272655,-80.41861,"1000 AVELLA RD, AVELLA, PA, 15312",L,PA,42,52829883,721000,15312
149,2017-2018,42,PENNSYLVANIA,PA,Avon Grove Intrmd Sch,Avon Grove SD,1,,PA-124150503,4202790,PA-124150503-1365,420279001365,4201365,395 S. Jennersville Road,,,West Grove,PA,19390,8401.0,395 S. Jennersville Road,,,West Grove,PA,19390,8401.0,(610)869-2010,http://www.avongrove.org/schools/intermediate-school,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,03,06,Elementary,As reported,395 S. Jennersville Road,1002,West Grove,"-75.88654,39.796703",029,"395 S. Jennersville Road, West Grove, PA, 19390",149,Non_Exact,Match,39.796703,-75.88654,"395 S JENNERSVILLE RD, WEST GROVE, PA, 19390",R,PA,42,179483179,306900,19390
150,2017-2018,42,PENNSYLVANIA,PA,Penn London El Sch,Avon Grove SD,1,,PA-124150503,4202790,PA-124150503-7323,420279010008,4210008,383 S Jennersville Rd,,,West Grove,PA,19390,8401.0,383 S Jennersville Rd,,,West Grove,PA,19390,8401.0,(610)869-9803,http://www.avongrove.org/pennlondonelementaryschool_home.aspx,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,KG,02,Elementary,As reported,383 S Jennersville Rd,1002,West Grove,"-75.886345,39.797497",029,"383 S Jennersville Rd, West Grove, PA, 19390",150,Non_Exact,Match,39.797497,-75.886345,"383 S JENNERSVILLE RD, WEST GROVE, PA, 19390",R,PA,42,179483179,306900,19390
